#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	53	974	92.5856	4.99144	37.9	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	6917	7296	100	94.266	37.8	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	1723	1613	100	103.019	38.3	58
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	2249	2131	100	104.536	37.8	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	213	954	92.3524	19.4211	37.9	50.9
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	1968	1666	100	114.508	37.8	57.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	2578	2273	100	113.227	37.4	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	73	1239	97.7129	5.33123	38	40.9
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	2869	2046	99.8049	133.875	37.5	37.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	4522	3196	100	139.765	37.7	59
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	1470	1014	100	136.701	38	49.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	249	1629	100	14.709	37.7	57
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	2788	2331	100	117.275	37.5	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	1602	1579	100	100.009	37.5	31.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	2120	2434	100	85.6393	38.1	36.1
Bin_1_Bin_1_Bin_1-contigs_c_000000010647	1	1389	1978	1389	100	123.518	38	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000004013	1	2606	3004	2606	100	113.588	37.2	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002315	1	3743	3806	3743	100	100.649	37.7	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000001521	1	4934	5543	4934	100	111.367	37.7	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008201	1	1650	1610	1650	100	97.0145	38	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000007921	1	1689	1563	1689	100	90.4144	37.7	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002233	1	3839	2589	3839	100	65.316	37.7	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011872	1	1287	1994	1287	100	141.197	37.3	37.6
Bin_1_Bin_1_Bin_1-contigs_c_000000012858	1	1221	1307	1221	100	105.774	37	59
Bin_1_Bin_1_Bin_1-contigs_c_000000010186	1	1432	1311	1432	100	91.0538	37.6	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000011390	1	1322	1389	1322	100	102.694	37.4	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008714	1	1586	1879	1586	100	115.639	37.6	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000009153	1	1535	1616	1535	100	104.265	37.7	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001152	1	6013	5998	6013	100	99.4961	37.7	55
Bin_1_Bin_1_Bin_1-contigs_c_000000001742	1	4524	4963	4524	100	109.208	37.6	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000014804	1	1111	914	1065	95.8596	80.0657	37.8	53.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003170	1	3034	3118	3034	100	100.78	37.6	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000013544	1	1179	1429	1179	100	114.82	37.6	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002357	1	3689	3996	3689	100	106.949	37.8	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004216	1	2526	2629	2526	100	103.46	37.7	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000010979	1	1358	7	519	38.218	0.480854	38.2	60
Bin_1_Bin_1_Bin_1-contigs_c_000000012900	1	1218	504	1218	100	40.6757	37.3	60
Bin_1_Bin_1_Bin_1-contigs_c_000000007739	1	1714	7348	1557	90.8401	395.474	36.6	26.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011859	1	1288	759	1288	100	54.8905	37.9	54.9
Bin_1_Bin_1_Bin_1-contigs_c_000000008743	1	1582	753	1534	96.9659	46.6675	38.1	34.7
Bin_1_Bin_1_Bin_1-contigs_c_000000000803	1	7482	8385	7482	100	111.466	37.7	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001944	1	4206	4551	4206	100	105.838	37.7	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005991	1	2023	2206	2023	100	106.308	37.5	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000015606	1	1074	2	164	15.27	0.1527	36	60
Bin_1_Bin_1_Bin_1-contigs_c_000000007767	1	1710	2146	1710	100	118.488	37.7	50.6
Bin_1_Bin_1_Bin_1-contigs_c_000000010358	1	1414	1486	1414	100	103.74	38	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000005788	1	2071	2208	2071	100	105.263	37.9	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000007659	1	1726	2179	1723	99.8262	124.848	37.4	54.2
Bin_1_Bin_1_Bin_1-contigs_c_000000004287	1	2503	2805	2503	100	110.821	38	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000003847	1	2683	3832	2683	100	139.5	37.8	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003368	1	2919	2609	2919	100	88.656	37.8	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000000941	1	6899	6930	6899	100	99.1745	37.2	50.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001723	1	4572	5248	4572	100	114.375	37.6	59
Bin_1_Bin_1_Bin_1-contigs_c_000000012792	1	1225	554	1225	100	44.0522	37.8	56.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004800	1	2344	2602	2344	100	109.991	37.5	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000008202	1	1650	1714	1650	100	100.559	38.2	56.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004935	1	2297	2409	2297	100	103.353	37.9	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000009950	1	1454	1117	1454	100	76.4402	37.5	11.1
Bin_1_Bin_1_Bin_1-contigs_c_000000009006	1	1552	1579	1552	100	100.369	38.1	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002856	1	3237	3197	3237	100	98.3151	37.9	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000003443	1	2877	3561	2877	100	122.827	37.5	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002089	1	4018	126	3168	78.8452	3.0453	36.6	47.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011894	1	1286	1166	1286	100	87.7667	37.8	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000005235	1	2202	2747	2158	98.0018	122.513	37.5	37.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002510	1	3528	4455	3528	100	123.175	37.3	55.8
Bin_1_Bin_1_Bin_1-contigs_c_000000013615	1	1175	1187	1175	100	98.8638	37	58
Bin_1_Bin_1_Bin_1-contigs_c_000000006353	1	1947	2159	1947	100	109.45	37.9	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000000895	1	7039	7135	7039	100	100.83	37.6	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011384	1	1323	1461	1323	100	106.615	37.9	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008596	1	1599	1378	1599	100	84.5084	38	46
Bin_1_Bin_1_Bin_1-contigs_c_000000001194	1	5859	6216	5859	100	105.21	37.3	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000006623	1	1896	1873	1896	100	94.9335	37.9	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000006395	1	1938	2627	1938	100	132.075	37.5	56.7
Bin_1_Bin_1_Bin_1-contigs_c_000000010469	1	1404	2172	1404	100	153.128	37	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000009255	1	1524	1635	1524	100	104.962	37	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001146	1	6023	6475	6023	100	106.58	37.9	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002025	1	4097	3943	4097	100	95.9968	37.8	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000005416	1	2160	2421	2160	100	110.095	37.5	55.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004575	1	2409	2728	2409	100	112.348	37.5	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000012360	1	1253	164	1030	82.2027	10.4246	38.2	55.5
Bin_1_Bin_1_Bin_1-contigs_c_000000009410	1	1508	1345	1496	99.2042	88.1724	37.9	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000014747	1	1114	486	1114	100	43.1508	37.4	22.4
Bin_1_Bin_1_Bin_1-contigs_c_000000006336	1	1950	2047	1950	100	104.234	37.5	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000006612	1	1898	1400	1852	97.5764	73.3909	37.9	57.4
Bin_1_Bin_1_Bin_1-contigs_c_000000014498	1	1126	1322	1126	100	114.566	38.1	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011188	1	1340	642	1329	99.1791	46.9067	36.9	33.4
Bin_1_Bin_1_Bin_1-contigs_c_000000001292	1	5513	5902	5513	100	106.704	37.5	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004945	1	2292	2436	2292	100	105.803	37.7	54.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005208	1	2215	2349	2215	100	104.308	37.3	55.5
Bin_1_Bin_1_Bin_1-contigs_c_000000014985	1	1102	1108	1102	100	98.4265	37.5	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000001347	1	5378	5903	5378	100	109.193	37.5	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002873	1	3224	4237	3224	100	128.94	37.4	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000012256	1	1259	966	1251	99.3646	76.5981	38	49.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002227	1	3849	1282	3839	99.7402	33.363	37.8	21
Bin_1_Bin_1_Bin_1-contigs_c_000000012524	1	1243	988	1243	100	79.1344	37.8	37.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002959	1	3164	3571	3164	100	111.561	37.8	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002837	1	3254	3495	3254	100	106.828	37.6	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002880	1	3221	3384	3221	100	104.089	37.7	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008716	1	1586	1484	1586	100	92.7995	37.8	57.4
Bin_1_Bin_1_Bin_1-contigs_c_000000007606	1	1734	1700	1734	100	95.6747	37.9	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000009475	1	1500	776	1500	100	50.722	37.8	17.6
Bin_1_Bin_1_Bin_1-contigs_c_000000006863	1	1851	2080	1851	100	109.421	37.9	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000007999	1	1676	1703	1676	100	100.409	37.9	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000006927	1	1840	2099	1840	100	112.903	38.1	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000016434	1	1038	1117	1038	100	105.458	37.4	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000009265	1	1523	1489	1523	100	95.2889	37.5	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010037	1	1445	1396	1442	99.7924	94.9024	37.8	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000017272	1	1003	153	1003	100	14.9302	38.2	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000003949	1	2630	2324	2630	100	87.497	37.7	58
Bin_1_Bin_1_Bin_1-contigs_c_000000004828	1	2335	2368	2335	100	100.419	37.4	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011274	1	1333	1441	1333	100	105.642	37.4	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005591	1	2117	2107	2117	100	99.1304	37.7	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000012088	1	1271	1074	1271	100	81.4666	37.4	56.6
Bin_1_Bin_1_Bin_1-contigs_c_000000011275	1	1333	1618	1333	100	120.04	37.7	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000001313	1	5467	5997	5467	100	108.453	37.6	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005343	1	2178	2262	2178	100	102.111	37.7	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000003763	1	2721	41	1707	62.7343	1.33076	34.9	52.7
Bin_1_Bin_1_Bin_1-contigs_c_000000006743	1	1872	485	1866	99.6795	25.7228	38.1	16.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011168	1	1342	1150	1342	100	84.9113	37.8	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000011304	1	1330	1219	1325	99.6241	90.2571	38.1	41.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001395	1	5223	6807	5223	100	125.854	37.7	51.7
Bin_1_Bin_1_Bin_1-contigs_c_000000012277	1	1258	436	1202	95.5485	30.9698	38	18
Bin_1_Bin_1_Bin_1-contigs_c_000000014839	1	1109	1298	1109	100	111.911	37.2	54.4
Bin_1_Bin_1_Bin_1-contigs_c_000000011071	1	1350	1346	1350	100	97.8148	37.9	56.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001713	1	4584	4831	4584	100	104.428	37.9	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000015484	1	1079	247	1079	100	22.582	37.6	57
Bin_1_Bin_1_Bin_1-contigs_c_000000003127	1	3063	3202	3063	100	103.105	37.9	57
Bin_1_Bin_1_Bin_1-contigs_c_000000001278	1	5549	6576	5549	100	117.663	37.6	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000000924	1	6964	7421	6964	100	106.172	37.8	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000009334	1	1516	1368	1516	100	87.184	37.5	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000784	1	7594	6993	7534	99.2099	91.8284	37.4	50.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002297	1	3765	3459	3765	100	90.9886	38.1	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010568	1	1395	1610	1395	100	113.152	37.7	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000010097	1	1439	1781	1439	100	120.782	37.7	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000010625	1	1391	1185	1390	99.9281	74.0755	37.7	3.89
Bin_1_Bin_1_Bin_1-contigs_c_000000001218	1	5747	4367	5722	99.565	74.525	37.8	55
Bin_1_Bin_1_Bin_1-contigs_c_000000006146	1	1989	1905	1989	100	94.7682	37.7	55.4
Bin_1_Bin_1_Bin_1-contigs_c_000000017179	1	1007	372	952	94.5382	35.0477	38.3	42.9
Bin_1_Bin_1_Bin_1-contigs_c_000000003786	1	2711	1233	2690	99.2254	45.3759	38	17.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001703	1	4604	4877	4604	100	105.739	37.9	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000013245	1	1198	1180	1198	100	96.4616	37.7	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002104	1	3993	4091	3993	100	101.046	37.6	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000017113	1	1010	22	528	52.2772	1.53465	37.7	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003275	1	2972	2912	2972	100	97.9627	37.6	57
Bin_1_Bin_1_Bin_1-contigs_c_000000015941	1	1060	1241	1060	100	114.866	37.9	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000001339	1	5393	5682	5393	100	105.18	37.5	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000010962	1	1360	72	1055	77.5735	5.31397	37.4	5.83
Bin_1_Bin_1_Bin_1-contigs_c_000000003239	1	2997	3170	2997	100	105.001	37.8	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004644	1	2386	1836	2386	100	76.4166	36.6	42.9
Bin_1_Bin_1_Bin_1-contigs_c_000000000740	1	7867	7914	7867	100	100.291	37.8	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000006345	1	1948	2670	1948	100	131.927	38	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000005002	1	2275	2554	2275	100	109.917	37.7	59
Bin_1_Bin_1_Bin_1-contigs_c_000000010005	1	1449	2082	1449	100	140.665	37.7	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003226	1	3002	4486	3002	100	148.727	37.5	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000007860	1	1695	1763	1695	100	103.383	37.8	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000010239	1	1428	1287	1418	99.2997	86.909	38.1	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001572	1	4836	5216	4836	100	107.538	38.1	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001425	1	5136	4623	5101	99.3185	89.0415	37.7	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000007859	1	1695	1799	1695	100	104.663	37.3	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000017252	1	1004	947	1004	100	89.2789	37.9	55.1
Bin_1_Bin_1_Bin_1-contigs_c_000000000700	1	8228	3	112	1.36121	0.0255226	32.2	60
Bin_1_Bin_1_Bin_1-contigs_c_000000006191	1	1981	1005	1981	100	50.0545	37.5	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000006697	1	1881	1837	1881	100	95.5178	37.8	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000004517	1	2425	2523	2425	100	103.184	37.8	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000009162	1	1534	1741	1534	100	111.913	37.6	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002620	1	3431	2984	3431	100	85.3168	37.8	55.8
Bin_1_Bin_1_Bin_1-contigs_c_000000012837	1	1222	1291	1222	100	104.574	37.6	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011057	1	1351	1251	1351	100	90.2028	37.5	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000007089	1	1810	3906	1810	100	212.582	37.6	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004473	1	2439	3021	2439	100	121.61	37.3	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005355	1	2174	2855	2174	100	127.816	37.5	54.8
Bin_1_Bin_1_Bin_1-contigs_c_000000003048	1	3110	2971	3110	100	94.8383	37.9	59
Bin_1_Bin_1_Bin_1-contigs_c_000000004191	1	2537	2857	2537	100	110.911	37.6	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002397	1	3644	4087	3644	100	110.946	37.6	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000009089	1	1542	1793	1542	100	109.496	37.6	52.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002698	1	3363	3505	3363	100	103.453	37.7	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003264	1	2981	3248	2981	100	107.42	37.5	58
Bin_1_Bin_1_Bin_1-contigs_c_000000002786	1	3297	4287	3297	100	128.619	37.7	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016275	1	1045	784	1045	100	70.9742	36.7	52.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011664	1	1302	1338	1302	100	101.705	37.8	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000013836	1	1163	208	1072	92.1754	17.104	38	52.2
Bin_1_Bin_1_Bin_1-contigs_c_000000001960	1	4183	3847	4182	99.9761	89.7746	37.8	57.1
Bin_1_Bin_1_Bin_1-contigs_c_000000001486	1	5015	5064	5011	99.9202	100.715	37.7	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002724	1	3340	3614	3340	100	107.068	38	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000003465	1	2868	3708	2868	100	126.104	37.7	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004436	1	2453	6247	2453	100	217.941	37.5	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003411	1	2894	2895	2894	100	99.6621	37.6	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000009436	1	1504	1541	1504	100	100.367	37.7	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000001988	1	4139	4959	4139	100	118.521	37.6	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003508	1	2848	3070	2848	100	107.109	37.8	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002655	1	3404	2846	3404	100	83.2177	38.1	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000015462	1	1080	1299	1080	100	119.547	38.1	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000653	1	8580	10280	8537	99.4988	117.654	37.7	54.1
Bin_1_Bin_1_Bin_1-contigs_c_000000001736	1	4535	5007	4535	100	109.129	37.4	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000009803	1	1467	1553	1467	100	104.257	37.7	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000015248	1	1090	92	1073	98.4404	8.40642	38.4	35.3
Bin_1_Bin_1_Bin_1-contigs_c_000000001120	1	6138	6882	6128	99.8371	111.576	37.5	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005454	1	2149	2367	2149	100	106.757	37.9	54.4
Bin_1_Bin_1_Bin_1-contigs_c_000000009851	1	1463	1575	1463	100	105.239	38.2	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000007589	1	1737	1832	1737	100	104.531	37.6	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000005349	1	2175	2194	2175	100	97.3237	37.7	60
Bin_1_Bin_1_Bin_1-contigs_c_000000013650	1	1173	1074	1173	100	90.5286	38	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008462	1	1615	1564	1615	100	95.6947	37.7	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002155	1	3939	7487	3939	100	185.637	37.7	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000007717	1	1717	1754	1717	100	101.708	37.2	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001244	1	5661	6237	5661	100	109.731	37.8	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003490	1	2854	3021	2854	100	105.227	37.7	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000003244	1	2993	3214	2993	100	105.474	37.9	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000010591	1	1393	1434	1393	100	101.167	37.9	59
Bin_1_Bin_1_Bin_1-contigs_c_000000003758	1	2723	2576	2723	100	94.368	37.9	45.7
Bin_1_Bin_1_Bin_1-contigs_c_000000015132	1	1095	1184	1095	100	106.488	37.5	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000005181	1	2225	2617	2225	100	115.784	37.6	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002026	1	4097	3840	4097	100	93.1711	37.9	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003920	1	2647	2778	2647	100	104.008	37.3	50.1
Bin_1_Bin_1_Bin_1-contigs_c_000000003477	1	2860	3864	2860	100	132.055	37.3	54.4
Bin_1_Bin_1_Bin_1-contigs_c_000000002616	1	3436	3567	3436	100	103.262	37.7	51.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010026	1	1447	446	1381	95.4388	28.3808	38	33.2
Bin_1_Bin_1_Bin_1-contigs_c_000000001823	1	4384	3975	4384	100	90.5046	37.7	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000001133	1	6085	5801	6085	100	95.0698	37.8	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000010249	1	1427	2131	1427	100	143.58	37.3	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002113	1	3985	4474	3985	100	111.558	37.7	58.9
